content,mid,like
那些喜欢说视频up偷换概念的，你为什么不清楚地说你反对“料理包”，而不要说你反对“预制菜”,36329661,604
视频推卸责任的说法也是欠考究，对于消费者、家长来说，餐品出了问题，都可以找学校解决的，并不是说学校使用了预制菜，就可以完全把责任推出去撇清的，学校应当对所使用的物料安全负责，学校多了一个可以推卸的途径不代表消费者会允许他们推卸，作为终端销售环节他们不可能不担责。,2022665,511
"连热评都在和稀泥，舆论正在让我们接受预制菜，预制菜本身就是很模糊的概念，小作坊的料理包，罐头，中央厨房当天做好运到分店，超市熟食。都可以叫预制菜，我们玩的是知情权。
有人会喷萨莉亚30块管饱的西餐预制菜吗？
 花30块吃了个网上几块钱的麻婆豆腐料理包会有人接受吗？
花50块点了个拉面，给你吃的浓缩高汤，半成品加热，成本不到10块，还吃不饱，你会舒服吗？
吃惯现做的，只要不是重口调味料的，基本都能吃出预制菜来，但是如果市面上只剩预制菜了，我们的味觉也像韩国人一样了，泡面加一堆芝士再加点泡菜，人间美味[无语]",4095631,146
我怀疑大部分人可能没进过厨房，不知道人家的流程，就盲目跟风喷啥都是预制菜的不好。就拿中餐举例，所有的配菜、料头、辅料都会事先准备好，包括清洗、切整、腌制等，有些更大一点的餐厅摆盘和炒菜的所有材料都是分批分份配置好的，为的就是出餐迅速。像是一份排骨，你从头开始切洗泡腌制至少要等半个小时，然后才开始制作，而提前腌制好，料头提前切好，从点餐到出餐不到10分钟就可以完成，甚至有些生意好的小店招牌菜都是提前煎制或炸制成半成品，然后回锅就能上菜，这也算预制菜吗？如果这样算的话，那中国不知道吃了多少年预制菜了，从咸鱼腊肉卤味开始，预制菜就一直在我们的餐桌上。所以要抵制的从来不是预制菜，要抵制的是不新鲜与明明不新鲜还卖新鲜的价格,1589459,1399
"我看到了好多，说绝对不会吃预制菜，谁爱吃谁吃，预制菜就是有问题不要偷换概念这些话，我想他们肯定一个个都是身怀绝技的厨师，却没有工作，能够天天给自己精心准备早饭，中饭还有晚饭。
你自己不想吃你就不要吃你可以说我还是感觉自己烧的更好，但是你一个劲儿地说预制菜有毒有安全问题，这个是自己过于清闲，付出了时间去烧菜，但却恐惧自己其实做的是无用功，于是拿起某些专家的话作为武器，通过抨击吃外卖的别人来获取些许安慰。
至于像视频中的酸菜鱼是不是预制菜？你真常常烧饭就不会问这种问题了，鱼肉不要腌制的吗？料包的混合物哪怕有一点是你自己可以控制的吗？
说那些已经烧熟了，营养流失太多。首先，这是时代的症结，是这个时代的大部分打工人真的没时间自己烧菜，所以这个是“果腹”的选项，营养这块60多的复合维生素片可以吃两个月，真的很在意可以给自己买一份。
安全卫生这块，保质期内的没有问题，像卤蛋，卤鸡爪这些其实一直存在的。
最后，我知道有些人很闲，有些人有钱，你们爱怎么吃怎么吃，不要指指点点的，没进校园的新闻出现前，我们吃了七八年，你们怎么不早点出来伸张正义，现在凑热闹倒是积极得很。你们根本不在乎！就是想骂一句罢了。",14399212,185
"好多人都被引导抵制错了方向，大多菜品都是预制菜，目的可能有很多，保存（腊肉，咸鱼，菜干），调味（生腌肉，火锅底料，汤包），速食（方便面，料理包，水饺），方便（免洗免切）等等，我个人也吃料理包，其实说句难听的，如果不是需要，谁不想吃现做好吃的营养美味。因此个人觉得要抵制的是1.不良商家为了谋利制造售卖和使用的非法料理包，2.以现做的价格售卖着速食成品，3.以及完善和督促堂食的各类问题。例如存在食品交叉感染风险。这类问题其实很多都是由于监管力度的不足,节本增利的需求，追求效率的操作共同导致的。今天抵制料理包，明天就换成料理桶说是刚刚做好暂存的。料理包食品就标明料理包食品，公示相关的资质，存在交叉感染的风险就标明可能存在的致敏成分，以及主动咨询是否存在过敏源。真希望借着料理包的名义进行风险转移，那就跟纯牛奶一样，到食客手上全程不拆封。",7181163,88
"预制菜最好的推广方式就是机关食堂。
只要机关食堂全面用预制菜，全社会很快就跟上。

结果就是机关食堂找大厨烧，在学校开预制菜，就因为家长被绑架无法抗议。

不要跟大众科普啥民生，只要权贵带头用民生用品，民间自然就没那么多流言蜚语，推广也就三两下的事。",9031521,66
预制菜这个名字本来就很笼统吧？所有预加工环节都可以叫预制。咱抬杠点说的话：面的发酵，肉类腌制，算不算预制？你不管间隔多久用，它都叫预制吧？就连炒菜时的“捞出备用”环节，你能因为它马上就要用就不叫预制了吗？不抬杠的说，咱们在商店，商场能买到的所有即食食品，其实都可以叫预制菜。火腿肠你说算不算预制？面包你说算不算？酸奶，方便面，蛋糕，奶粉。……所以……啥叫预制？啥叫预制菜？预制不就不就是加工吗？预加工？或许熬一锅粥，不等关火抱起来就往肚子里灌才不叫预制吧？哈哈哈哈[吃瓜],34178966,175
"现在有营销号倒打一耙说预制菜的范围被故意扩大，这里上点干货，下面是几篇最早期的关于预制菜的文献、报道，看看最开初的预制菜是怎样的定义。

2013年 湖南农业大学硕士论文《湖南省预制湘菜生产状况及发展对策研究》：“本文从调理食品的定义和分类特点出发,介绍了国际、国内和我省调理食品的加工技术状况,并以盐渍椒芽菜生产、湘味熟食制售和鹌鹑茶蛋加工为例,叙述HACCP体系在生产过程中的应用并说明了湖南预制湘菜质量控制的重要性。”

2013年 《农产品加工业》杂志，农业部农产品加工局的文章《我国预制菜肴加工业发展现状及对策研究》：“根据消费形式不同预制菜看可划分为以下4类:一是即食菜肴，指开封后即可直接食用的加工菜肴;二是即热菜肴，指加工成的冷冻或冷藏或常温食品，只经热水浴或微波炉等快速加热的即食菜肴，三是即烹菜肴，指按份分切、包装的冷藏、冷冻原料及必须调味品，立即可以加热烹制的原料食品，四是即配菜肴，或称烹饪原料食品，加工成半成品的配菜原料”

2014年 长沙晚报《中餐流水线作业在湘悄悄破冰 菜品由“工厂”制作》：“记者跟随食安监管部门造访过一家名叫彭记坊的食品加工厂。这家工厂主要生产的，正是预制菜，素荤均有，如农家卜豆角、口味榨菜皮、青脆黄瓜皮、脆笋、野生蕨菜、带皮黄牛肉、五香脆骨等。据工厂负责人彭先生介绍，所谓预制菜，就是将原来餐饮店采购、清洗、切菜、部分制作的环节转移到工厂，由工厂预先对食材进行加工处理，随后将菜送至餐饮店进行加热、合成。”

2013年再往前的文献呢，就找不到“预制菜”这个词了
所以到底预制菜的定义是从一开始就沿用到现在，最近才被故意狭隘；还是某些人口中说的故意扩大呢，各位自辨吧。",380136,423
食品科学与工程专业毕业的，最开始看到网上抵制预制菜，污名化甚至谩骂第一时间是觉得非常离谱的，因为2014年我在大一，学校就在开设课程教学了，像食品保藏储存，中央厨房都是很完整的理论操作体系。教学的老师也不是普通人，很多都是在已有相关生产厂家生产线的成果后再进行课程的教学的，近两年还开设了专门的预制菜产业二级学院。归根结底还是很多人根本不了解，谈虎色变，本来自己想做个科普视频奈何大学知识全丢了，后面考马克思更是覆盖完了，哈哈哈哈，看到这个视频非常赞，食品科普任重而道远，继续加油，点赞点赞[支持][支持][支持],59666298,54
